layer_id,value_text,occurrences,proposed_code,match_method,similarity_score
"ANATOMY","Patient's face and upper body visible","1","UPPER_FACE","trigram","0.733"
"ANATOMY","Patient's face and upper forehead area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face and upper forehead area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face and upper forehead area visible","1","UPPER_FACE","trigram","0.733"
"ANATOMY","Patient's face area including nose and mouth region visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face area including nose and mouth region visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face visible, eyes covered","1","FACE","containment","1.000"
"ANATOMY","Patient's face visible: forehead, cheek, nose, chin","1","CHIN","containment","1.000"
"ANATOMY","Patient's face visible: forehead, cheek, nose, chin","1","NOSE","containment","1.000"
"ANATOMY","Patient's face visible: forehead, cheek, nose, chin","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face visible: forehead, cheek, nose, chin","1","FACE","containment","1.000"
"ANATOMY","Patient's face visible: forehead, cheek, nose, chin","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, brow and periocular area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, brow and periocular area visible","1","PERIOCULAR","containment","1.000"
"ANATOMY","Patient's face, brow and periocular area visible","1","BROW","containment","1.000"
"ANATOMY","Patient's face, cheek, and temple area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, cheek, and temple area visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, cheek, and temple visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, cheek, and temple visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, cheek, and under-eye area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, cheek, and under-eye area visible","1","UNDER_EYE","trigram","1.000"
"ANATOMY","Patient's face, cheek, and under-eye area visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, cheek, forehead and neck visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, cheek, forehead and neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, cheek, forehead and neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, cheek, forehead and neck visible","1","NECK","containment","1.000"
"ANATOMY","Patient's face, cheek, jaw, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, cheek, jaw, and neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, cheek, jaw, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Patient's face, chin, and neck area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, chin, and neck area visible","1","NECK","containment","1.000"
"ANATOMY","Patient's face, chin, and neck area visible","1","CHIN","containment","1.000"
"ANATOMY","Patient's face, chin, jaw, and hairline visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, chin, jaw, and hairline visible","1","CHIN","containment","1.000"
"ANATOMY","Patient's face, ear, and jaw visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eye and nose area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, eye and nose area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eye area and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, eye area and forehead visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eye area covered with gauze, visible skin with pigmentation","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eye area covered, visible skin, ear, hair","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eye area, and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, eye area, and forehead visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes area covered","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes covered","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes covered with pads","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes region visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes, and periorbital area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes, and surrounding skin visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes, and upper cheek visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, eyes, and upper cheek visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes, eyebrow, nose visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, eyes, eyebrow, nose visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, eyes, eyebrow, nose visible","1","BROW","trigram","0.600"
"ANATOMY","Patient's face, forehead and brow area","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, forehead and brow area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, forehead and brow area","1","BROW","containment","1.000"
"ANATOMY","Patient's face, forehead and brow area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, forehead and brow area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, forehead and brow area visible","1","BROW","containment","1.000"
"ANATOMY","Patient's face, forehead, and hairline visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, forehead, and hairline visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, forehead, and nose visible with marker lines","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, forehead, and nose visible with marker lines","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, forehead, and nose visible with marker lines","1","FACE","containment","1.000"
"ANATOMY","Patient's face, forehead, and periocular area","1","PERIOCULAR","containment","1.000"
"ANATOMY","Patient's face, forehead, and periocular area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, forehead, and periocular area","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, forehead, and scalp area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, forehead, and scalp area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, forehead, and scalp area visible","1","SCALP","containment","1.000"
"ANATOMY","Patient's face, forehead, nose, and periorbital area","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, forehead, nose, and periorbital area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, forehead, nose, and periorbital area","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, including cheek, forehead, and eye area, is visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, including cheek, forehead, and eye area, is visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, including cheek, forehead, and eye area, is visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, including cheeks, nose, mouth, and forehead visible under mask","1","FACE","containment","1.000"
"ANATOMY","Patient's face, including cheeks, nose, mouth, and forehead visible under mask","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, including cheeks, nose, mouth, and forehead visible under mask","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, including cheeks, nose, mouth, and forehead visible under mask","1","CHEEK","trigram","0.833"
"ANATOMY","Patient's face, including cheeks, nose, mouth, and forehead visible under mask","1","UNDER_EYE","trigram","0.600"
"ANATOMY","Patient's face, including nose, forehead, and mouth area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, including nose, forehead, and mouth area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, including nose, forehead, and mouth area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, jaw, and hairline visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, jaw, cheek, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, jaw, cheek, and ear visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, jaw, neck; clinician's hands/arms","1","FACE","containment","1.000"
"ANATOMY","Patient's face, jaw, neck; clinician's hands/arms","1","NECK","containment","1.000"
"ANATOMY","Patient's face, nose and eye area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose and eye area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose and mouth area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose and mouth area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose and upper lip area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose and upper lip area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose and upper lip area visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's face, nose and upper lip visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose and upper lip visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose and upper lip visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's face, nose, and cheek area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose, and cheek area visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, nose, and cheek area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose, and eye area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose, and eye area","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose, and upper lip area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose, and upper lip area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose, and upper lip area visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's face, nose, forehead visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose, forehead visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose, forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, nose, lips, and ears visible","1","LIPS","containment","1.000"
"ANATOMY","Patient's face, nose, lips, and ears visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose, lips, and ears visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose, mouth, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose, mouth, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Patient's face, nose, mouth, and neck visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose, upper lip, and ear visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, nose, upper lip, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, nose, upper lip, and ear visible","1","UPPER_FACE","trigram","0.688"
"ANATOMY","Patient's face, nose, upper lip, and ear visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's face, particularly around eyes and forehead","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, particularly around eyes and forehead","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and eye area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and eye area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and jaw area, is visible and coated in a light-colored substance","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and jaw area, is visible and coated in a light-colored substance","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and nose area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and nose area","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and nose area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and periorbital region","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and periorbital region","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and under-eye area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly cheek and under-eye area","1","UNDER_EYE","trigram","1.000"
"ANATOMY","Patient's face, particularly cheek and under-eye area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek, nose, and periorbital area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek, nose, and periorbital area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly cheek, nose, and periorbital area","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek, nose, and upper lip area","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek, nose, and upper lip area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly cheek, nose, and upper lip area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly cheek, nose, and upper lip area","1","LIPS","trigram","0.600"
"ANATOMY","Patient's face, particularly eye and cheek area, visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly eye and cheek area, visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly eye and cheek region","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly eye and cheek region","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly eye and nasal area, visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly eye area, visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly eye/periocular region, is visible","1","PERIOCULAR","containment","1.000"
"ANATOMY","Patient's face, particularly eye/periocular region, is visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly forehead and eye area, is visible and being treated","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, particularly forehead and eye area, is visible and being treated","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly forehead and eye/brow region","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face, particularly forehead and eye/brow region","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly forehead and eye/brow region","1","BROW","containment","1.000"
"ANATOMY","Patient's face, particularly forehead and eye/brow region","1","EYE_BAG_REGION","trigram","0.632"
"ANATOMY","Patient's face, particularly nose and cheek area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly nose and cheek area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly nose and cheek area","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, particularly nose and periorbital area, visible with eye shields covering eyes","1","NOSE","containment","1.000"
"ANATOMY","Patient's face, particularly nose and periorbital area, visible with eye shields covering eyes","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly periorbital and cheek area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly periorbital and cheek area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly upper lip and cheek area","1","FACE","containment","1.000"
"ANATOMY","Patient's face, particularly upper lip and cheek area","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face, particularly upper lip and cheek area","1","LIPS","trigram","0.600"
"ANATOMY","Patient's face: nose, forehead, cheek","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face: nose, forehead, cheek","1","CHEEK","containment","1.000"
"ANATOMY","Patient's face: nose, forehead, cheek","1","NOSE","containment","1.000"
"ANATOMY","Patient's face: nose, forehead, cheek","1","FACE","containment","1.000"
"ANATOMY","Patient's face/forehead and brow area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face/forehead and brow area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face/forehead and brow area visible","1","BROW","containment","1.000"
"ANATOMY","Patient's face/forehead region visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face/forehead region visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face/forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face/forehead visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face/forehead/eyebrow region visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's face/forehead/eyebrow region visible","1","FACE","containment","1.000"
"ANATOMY","Patient's face/forehead/eyebrow region visible","1","BROW","trigram","0.600"
"ANATOMY","Patient's face/head area visible","1","FACE","containment","1.000"
"ANATOMY","Patient's facial area (nose, cheek) visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial area (nose, cheek) visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial area (nose, cheek) visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area (nose/upper lip) visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial area (nose/upper lip) visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's facial area (nose/upper lip) visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area including brow, temple, and eye region visible","1","BROW","containment","1.000"
"ANATOMY","Patient's facial area including brow, temple, and eye region visible","1","EYE_BAG_REGION","trigram","0.733"
"ANATOMY","Patient's facial area including brow, temple, and eye region visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area including cheek, nose, and forehead visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial area including cheek, nose, and forehead visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial area including cheek, nose, and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's facial area including cheek, nose, and forehead visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area including cheek, nose, and under-eye region visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial area including cheek, nose, and under-eye region visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial area including cheek, nose, and under-eye region visible","1","UNDER_EYE","trigram","1.000"
"ANATOMY","Patient's facial area including cheek, nose, and under-eye region visible","1","EYE_BAG_REGION","trigram","0.733"
"ANATOMY","Patient's facial area including cheek, nose, and under-eye region visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area including cheek, nose, mouth, and periorbital region visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial area including cheek, nose, mouth, and periorbital region visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial area including cheek, nose, mouth, and periorbital region visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area including nose, cheek, eye region visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial area including nose, cheek, eye region visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial area including nose, cheek, eye region visible","1","EYE_BAG_REGION","trigram","0.733"
"ANATOMY","Patient's facial area including nose, cheek, eye region visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area near eyes and cheek","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial area near eyes and cheek","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area near nose and cheek visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial area near nose and cheek visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial area near nose and cheek visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial area, particularly eye and periorbital region, visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial region (nose, upper lip, periorbital area)","1","NOSE","containment","1.000"
"ANATOMY","Patient's facial region (nose, upper lip, periorbital area)","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial region (nose, upper lip, periorbital area)","1","LIPS","trigram","0.600"
"ANATOMY","Patient's facial region visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial skin and eye area visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's facial/cheek area visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's facial/cheek area visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's forehead and brow/eyebrow area visible","1","BROW","containment","1.000"
"ANATOMY","Patient's forehead and brow/eyebrow area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and face visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and face visible","1","FACE","containment","1.000"
"ANATOMY","Patient's forehead and facial area","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and facial area","1","FACE","trigram","0.600"
"ANATOMY","Patient's forehead and facial region visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and facial region visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's forehead and facial skin visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and facial skin visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's forehead and scalp visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and scalp visible","1","SCALP","containment","1.000"
"ANATOMY","Patient's forehead and upper face","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and upper face","1","UPPER_FACE","containment","1.000"
"ANATOMY","Patient's forehead and upper face","1","FACE","containment","1.000"
"ANATOMY","Patient's forehead and upper face region visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead and upper face region visible","1","FACE","containment","1.000"
"ANATOMY","Patient's forehead and upper face region visible","1","UPPER_FACE","containment","1.000"
"ANATOMY","Patient's forehead, brow, and eye area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, brow, and eye area visible","1","BROW","containment","1.000"
"ANATOMY","Patient's forehead, brow, and lower face visible","1","LOWER_FACE","containment","1.000"
"ANATOMY","Patient's forehead, brow, and lower face visible","1","FACE","containment","1.000"
"ANATOMY","Patient's forehead, brow, and lower face visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, brow, and lower face visible","1","BROW","containment","1.000"
"ANATOMY","Patient's forehead, brow, and periocular area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, brow, and periocular area visible","1","BROW","containment","1.000"
"ANATOMY","Patient's forehead, brow, and periocular area visible","1","PERIOCULAR","containment","1.000"
"ANATOMY","Patient's forehead, brow, nose, mouth, chin and neck visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's forehead, brow, nose, mouth, chin and neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, brow, nose, mouth, chin and neck visible","1","NECK","containment","1.000"
"ANATOMY","Patient's forehead, brow, nose, mouth, chin and neck visible","1","BROW","containment","1.000"
"ANATOMY","Patient's forehead, brow, nose, mouth, chin and neck visible","1","CHIN","containment","1.000"
"ANATOMY","Patient's forehead, eye area, and nose visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's forehead, eye area, and nose visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, eyebrow, and facial area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, eyebrow, and facial area visible","1","BROW","trigram","0.600"
"ANATOMY","Patient's forehead, eyebrow, and facial area visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's forehead, hairline, and face visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, hairline, and face visible","1","FACE","containment","1.000"
"ANATOMY","Patient's forehead, nose, and facial area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's forehead, nose, and facial area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, nose, and facial area visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's forehead, scalp hairline, and face visible","1","SCALP","containment","1.000"
"ANATOMY","Patient's forehead, scalp hairline, and face visible","1","FACE","containment","1.000"
"ANATOMY","Patient's forehead, scalp hairline, and face visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, temple, and facial skin visible with reddened area","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead, temple, and facial skin visible with reddened area","1","FACE","trigram","0.600"
"ANATOMY","Patient's forehead/brow and eye area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead/brow and eye area visible","1","BROW","containment","1.000"
"ANATOMY","Patient's forehead/browline area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead/browline area visible","1","BROW","trigram","0.800"
"ANATOMY","Patient's forehead/upper face and scalp area","1","FACE","containment","1.000"
"ANATOMY","Patient's forehead/upper face and scalp area","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's forehead/upper face and scalp area","1","UPPER_FACE","containment","1.000"
"ANATOMY","Patient's forehead/upper face and scalp area","1","SCALP","containment","1.000"
"ANATOMY","Patient's head and face region visible","1","FACE","containment","1.000"
"ANATOMY","Patient's head, face and neck visible","1","NECK","containment","1.000"
"ANATOMY","Patient's head, face and neck visible","1","FACE","containment","1.000"
"ANATOMY","Patient's head, face, and forehead visible","1","FACE","containment","1.000"
"ANATOMY","Patient's head, face, and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's head, face, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Patient's head, face, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Patient's head, forehead, and temple visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's head/scalp visible","1","SCALP","containment","1.000"
"ANATOMY","Patient's jaw, cheek, and hairline visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's jaw, chin, and neck area visible","1","CHIN","containment","1.000"
"ANATOMY","Patient's jaw, chin, and neck area visible","1","NECK","containment","1.000"
"ANATOMY","Patient's lower face and practitioner's hands/arms visible","1","LOWER_FACE","containment","1.000"
"ANATOMY","Patient's lower face and practitioner's hands/arms visible","1","FACE","containment","1.000"
"ANATOMY","Patient's lower face, jaw, and chin visible","1","CHIN","containment","1.000"
"ANATOMY","Patient's lower face, jaw, and chin visible","1","FACE","containment","1.000"
"ANATOMY","Patient's lower face, jaw, and chin visible","1","LOWER_FACE","containment","1.000"
"ANATOMY","Patient's lower face, jaw, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Patient's lower face, jaw, and neck visible","1","LOWER_FACE","containment","1.000"
"ANATOMY","Patient's lower face, jaw, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Patient's neck and lower chin area","1","CHIN","containment","1.000"
"ANATOMY","Patient's neck and lower chin area","1","NECK","containment","1.000"
"ANATOMY","Patient's neck, jaw, and cheek visible","1","CHEEK","containment","1.000"
"ANATOMY","Patient's neck, jaw, and cheek visible","1","NECK","containment","1.000"
"ANATOMY","Patient's neck, jaw, and ear area visible","1","NECK","containment","1.000"
"ANATOMY","Patient's nose and midface visible","1","MIDFACE","containment","1.000"
"ANATOMY","Patient's nose and midface visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's nose and midface visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's nose and upper lip area","1","NOSE","containment","1.000"
"ANATOMY","Patient's nose and upper lip area","1","LIPS","trigram","0.600"
"ANATOMY","Patient's nose, upper lip, and eyebrow area visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's nose, upper lip, and eyebrow area visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's nose, upper lip, and eyebrow area visible","1","BROW","trigram","0.600"
"ANATOMY","Patient's nose, upper lip, and forehead visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's nose, upper lip, and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's nose, upper lip, and forehead visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's nose, upper lip, and lower face visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's nose, upper lip, and lower face visible","1","LOWER_FACE","containment","1.000"
"ANATOMY","Patient's nose, upper lip, and lower face visible","1","FACE","containment","1.000"
"ANATOMY","Patient's nose, upper lip, and lower face visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's nose, upper lip, jaw and chin visible","1","CHIN","containment","1.000"
"ANATOMY","Patient's nose, upper lip, jaw and chin visible","1","NOSE","containment","1.000"
"ANATOMY","Patient's nose, upper lip, jaw and chin visible","1","LIPS","trigram","0.600"
"ANATOMY","Patient's periorbital/facial region visible","1","FACE","trigram","0.600"
"ANATOMY","Patient's scalp and forehead visible, illuminated by red light","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp and forehead visible, illuminated by red light","1","FOREHEAD","containment","1.000"
"ANATOMY","Patient's scalp and hair visible at crown area","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp and hair visible at crown area","1","CROWN","containment","1.000"
"ANATOMY","Patient's scalp and hairline visible","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp and head","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp visible and illuminated","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp/crown area visible amid gauze wrapping","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp/crown area visible amid gauze wrapping","1","CROWN","containment","1.000"
"ANATOMY","Patient's scalp/hairline and face visible; clinician's gloved hands visible","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp/hairline and face visible; clinician's gloved hands visible","1","FACE","containment","1.000"
"ANATOMY","Patient's scalp/head exposed","1","SCALP","containment","1.000"
"ANATOMY","Patient's scalp/head region visible","1","SCALP","containment","1.000"
